,Price,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation
0,59990000.0,Secondary,Серпуховская,10.0,Moscow,2.0,73.0,38.8,10.0,4.0,14,Without renovation
1,5250753.0,New building,Красногвардейская,11.0,Moscow region,2.0,35.68,22.7,5.0,11.0,20,Cosmetic
2,14500000.0,Secondary,Алтуфьево,9.0,Moscow,2.0,53.6,33.0,10.0,5.0,16,Designer
3,15799990.0,Secondary,Рассказовка,30.0,Moscow,2.0,54.0,30.3,9.8,14.0,17,European-style renovation
4,9300000.0,Secondary,Новоясеневская,17.0,Moscow,1.0,33.0,18.0,11.0,9.0,9,Cosmetic
5,8778320.0,New building,Депо,19.0,Moscow,1.0,44.56,13.9,18.5,15.0,11,Cosmetic
6,8638633.0,New building,Красногвардейская,11.0,Moscow region,4.0,86.63,50.6,5.9,11.0,20,Cosmetic
7,37000000.0,Secondary,Новаторская,5.0,Moscow,2.0,79.0,56.0,22.8,27.0,33,Without renovation
8,10500000.0,Secondary,Планерная,11.0,Moscow,1.0,35.3,19.3,8.0,5.0,12,European-style renovation
9,9460456.0,New building,Каширская,4.0,Moscow,1.0,31.14,17.9,9.2,19.0,10,Cosmetic
10,180000000.0,Secondary, Парк Культуры,7.0,Moscow,5.0,238.4,122.0,20.0,2.0,4,European-style renovation
11,6900000.0,New building,Котельники,8.0,Moscow region,2.0,69.5,37.3,12.0,11.0,17,Cosmetic
12,12833657.0,Secondary, Павшино,5.0,Moscow region,3.0,58.23,31.6,11.5,22.0,24,Cosmetic
13,25300000.0,Secondary, Строгино,8.0,Moscow,1.0,60.2,24.0,19.0,15.0,29,European-style renovation
14,8644470.0,New building,Братиславская,13.0,Moscow,1.0,44.79,24.8,10.3,3.0,16,Cosmetic
15,16950000.0,Secondary,Люблино,5.0,Moscow,4.0,63.9,34.4,11.9,6.0,9,Cosmetic
16,6289556.0,New building,Красногвардейская,5.0,Moscow region,1.0,46.7,25.7,10.5,7.0,20,Cosmetic
17,16500000.0,Secondary,Планерная,24.0,Moscow,3.0,63.0,46.0,7.0,9.0,12,Cosmetic
18,12069480.0,New building,Депо,19.0,Moscow,3.0,87.46,51.8,15.3,15.0,11,Cosmetic
19,139000000.0,Secondary, Улица 1905 года,15.0,Moscow,3.0,100.0,52.7,14.9,18.0,21,Designer
20,486150000.0,Secondary, Новокузнецкая,10.0,Moscow,5.0,231.5,75.3,45.9,4.0,7,Designer
21,11305926.0,New building,Зябликово,9.0,Moscow region,2.0,62.1,29.2,12.6,3.0,14,Cosmetic
22,18000000.0,Secondary,Медведково,21.0,Moscow,2.0,52.0,30.3,9.0,2.0,14,European-style renovation
23,4840647.0,New building,Красногвардейская,12.0,Moscow region,1.0,37.16,14.9,13.2,4.0,20,Cosmetic
24,6986492.0,New building,Красногвардейская,5.0,Moscow region,2.0,52.4,28.6,9.7,9.0,20,Cosmetic
25,5950874.0,New building,Домодедовская,8.0,Moscow region,1.0,34.09,19.4,9.5,5.0,15,Cosmetic
26,20900000.0,Secondary,Крымская,14.0,Moscow,3.0,59.0,32.0,6.0,9.0,9,European-style renovation
27,18500000.0,Secondary,Пролетарская,8.0,Moscow,3.0,54.6,37.3,5.5,3.0,5,European-style renovation
28,200000000.0,Secondary,Университет,5.0,Moscow,4.0,183.0,116.0,18.0,2.0,19,Designer
29,14054360.0,Secondary, Тульская,13.0,Moscow,6.0,26.57,13.9,5.2,5.0,20,Cosmetic
30,8056050.0,New building,Зябликово,9.0,Moscow region,2.0,64.5,34.7,12.0,12.0,14,Cosmetic
31,21000000.0,Secondary,Технопарк,14.0,Moscow,1.0,43.0,17.0,16.0,4.0,15,Without renovation
32,10676368.0,Secondary, Опалиха,7.0,Moscow region,1.0,41.7,23.2,10.1,5.0,6,Cosmetic
33,9500000.0,New building,Царицыно,7.0,Moscow,1.0,38.5,17.4,9.7,13.0,13,Cosmetic
34,28500000.0,Secondary,Народное Ополчение,15.0,Moscow,2.0,42.7,26.0,6.0,11.0,21,Designer
35,5865800.0,New building,Зябликово,9.0,Moscow region,1.0,42.2,23.5,10.1,12.0,14,Cosmetic
36,19543746.0,New building,Каширская,4.0,Moscow,3.0,71.37,38.2,12.5,17.0,10,European-style renovation
37,27381373.0,Secondary,Панфиловская,6.0,Moscow,2.0,43.4,25.9,8.8,14.0,18,European-style renovation
38,9000000.0,Secondary,Селигерская,17.0,Moscow,0.0,21.4,13.0,8.4,3.0,22,Cosmetic
39,99000000.0,Secondary, Серпуховская,9.0,Moscow,3.0,120.0,35.0,16.6,2.0,14,Designer
40,19427056.0,New building,Каширская,4.0,Moscow,3.0,67.7,36.4,12.2,10.0,10,European-style renovation
41,6115609.0,New building,Красногвардейская,11.0,Moscow region,2.0,50.81,27.5,10.1,16.0,20,Cosmetic
42,9226500.0,New building,Братиславская,13.0,Moscow,2.0,61.51,28.2,16.4,24.0,16,Cosmetic
43,12000000.0,Secondary,Зюзино,13.0,Moscow,1.0,38.0,19.0,9.0,9.0,17,Cosmetic
44,13500000.0,New building,Домодедовская,20.0,Moscow region,3.0,101.2,39.4,21.1,6.0,15,Cosmetic
45,10752500.0,New building,Депо,19.0,Moscow,2.0,63.25,34.1,11.9,6.0,11,Cosmetic
46,15000000.0,Secondary,Алексеевская,11.0,Moscow,1.0,38.0,15.0,12.0,11.0,20,Without renovation
47,4835142.0,New building,Битца,13.0,Moscow region,0.0,31.76,18.2,9.3,13.0,9,Cosmetic
48,97307500.0,Secondary,Тверская,7.0,Moscow,2.0,65.0,43.0,10.0,3.0,9,Designer
49,175000000.0,Secondary, Новые Черёмушки,12.0,Moscow,6.0,408.0,280.0,25.0,7.0,15,Designer
50,17300000.0,Secondary,Юго-Западная,15.0,Moscow,2.0,50.8,30.8,8.3,2.0,16,Cosmetic
51,5279568.0,New building,Красногвардейская,13.0,Moscow region,1.0,47.68,26.2,10.6,9.0,20,Cosmetic
52,19000000.0,Secondary,Пролетарская,6.0,Moscow,3.0,64.6,42.6,8.0,5.0,6,Cosmetic
53,3600000.0,Secondary,Текстильщики,14.0,Moscow,0.0,13.4,8.9,7.7,2.0,12,Cosmetic
54,4843700.0,New building,Алма-Атинская,13.0,Moscow region,2.0,52.04,28.4,10.9,14.0,16,Cosmetic
55,10130859.0,New building,Зябликово,9.0,Moscow region,2.0,61.1,35.2,10.7,9.0,14,Cosmetic
56,8340000.0,Secondary,Кузьминки,13.0,Moscow,1.0,35.0,19.7,10.0,5.0,16,Designer
57,40883244.0,Secondary, Алексеевская,4.0,Moscow,0.0,112.0,58.8,15.9,12.0,15,Cosmetic
58,62904600.0,Secondary, Китай-город,2.0,Moscow,2.0,105.9,26.0,15.4,3.0,8,Cosmetic
59,243216250.0,Secondary,Кропоткинская,4.0,Moscow,4.0,152.6,106.0,27.0,3.0,5,Designer
60,11200000.0,Secondary, Прокшино,6.0,Moscow,1.0,36.9,12.4,11.7,4.0,16,Cosmetic
61,90088200.0,Secondary,Баррикадная,11.0,Moscow,6.0,183.0,94.7,12.0,3.0,5,Designer
62,10629918.0,New building,Зябликово,7.0,Moscow region,3.0,75.4,41.0,12.3,8.0,14,Cosmetic
63,45500000.0,Secondary,Октябрьское поле,20.0,Moscow,4.0,94.2,49.8,14.4,23.0,24,Designer
64,14600000.0,Secondary,Давыдково,16.0,Moscow,1.0,39.0,20.1,10.5,19.0,22,Cosmetic
65,37628117.0,Secondary, Тульская,13.0,Moscow,2.0,73.42,39.3,12.7,7.0,20,European-style renovation
66,25750000.0,Secondary,Минская,57.0,Moscow,1.0,43.0,14.0,17.0,4.0,14,Without renovation
67,150000000.0,Secondary, Октябрьское поле,8.0,Moscow,5.0,243.6,125.3,26.8,3.0,3,Without renovation
68,5828880.0,New building,Котельники,9.0,Moscow region,1.0,35.76,14.0,10.0,13.0,17,Cosmetic
69,16089600.0,New building,Депо,19.0,Moscow,4.0,83.8,44.5,13.6,12.0,11,Cosmetic
70,7750000.0,Secondary, Красногорская,38.0,Moscow region,1.0,41.1,20.0,10.0,8.0,14,Cosmetic
71,10722140.0,New building,Депо,14.0,Moscow,2.0,59.8,24.2,21.0,9.0,11,Cosmetic
72,4725840.0,New building,Котельники,10.0,Moscow region,0.0,28.13,17.0,5.0,2.0,17,Cosmetic
73,20000000.0,Secondary,Москва-Товарная,13.0,Moscow,2.0,60.3,33.9,12.2,8.0,26,European-style renovation
74,4564918.0,New building,Красногвардейская,11.0,Moscow region,0.0,25.38,16.1,8.7,12.0,20,Cosmetic
75,115000000.0,Secondary,ЗИЛ,19.0,Moscow,4.0,126.0,66.0,27.0,3.0,14,Designer
76,11096800.0,New building,Депо,19.0,Moscow,2.0,63.05,33.5,11.7,8.0,11,Cosmetic
77,6200000.0,Secondary,Белорусская,7.0,Moscow,0.0,9.6,7.0,7.4,5.0,5,European-style renovation
78,29000000.0,Secondary, Баррикадная,26.0,Moscow,2.0,50.0,20.0,15.0,12.0,44,Without renovation
79,12500000.0,Secondary, Щёлковская,7.0,Moscow,2.0,60.2,35.7,11.0,5.0,13,Cosmetic
80,5812235.0,New building,Красногвардейская,11.0,Moscow region,2.0,42.32,28.0,6.1,13.0,20,Cosmetic
81,12900000.0,Secondary,Бибирево,6.0,Moscow,2.0,52.1,30.5,8.6,2.0,12,Cosmetic
82,72000000.0,Secondary,Тверская,10.0,Moscow,3.0,90.0,47.6,14.1,4.0,6,Designer
83,6645700.0,New building,Красногвардейская,12.0,Moscow region,2.0,54.83,29.0,13.6,7.0,20,Cosmetic
84,18600000.0,Secondary,Тимирязевская,5.0,Moscow,2.0,54.3,29.6,11.1,3.0,15,European-style renovation
85,250000000.0,Secondary,Фрунзенская,8.0,Moscow,4.0,168.3,87.2,20.6,7.0,12,Without renovation
86,115000000.0,Secondary,Павелецкая,15.0,Moscow,3.0,95.7,61.0,14.0,3.0,7,Designer
87,72000000.0,Secondary,Динамо,8.0,Moscow,4.0,105.0,56.0,32.0,12.0,21,Designer
88,57300000.0,Secondary,Мичуринский проспект,12.0,Moscow,4.0,108.9,49.7,31.4,28.0,50,Without renovation
89,9500000.0,Secondary, Пенягино,10.0,Moscow region,1.0,37.7,18.0,8.0,8.0,17,Cosmetic
90,6746166.0,New building,Жулебино,14.0,Moscow region,2.0,42.45,26.0,8.3,17.0,14,Cosmetic
91,147350000.0,Secondary,Ломоносовский проспект,15.0,Moscow,4.0,210.0,104.0,20.0,5.0,17,Designer
92,161500000.0,Secondary, Площадь Революции,2.0,Moscow,2.0,76.22,36.1,17.6,1.0,5,Designer
93,13000000.0,Secondary,Нагорная,25.0,Moscow,1.0,40.7,20.4,11.0,10.0,5,Cosmetic
94,16999998.0,Secondary,Щербинка,32.0,Moscow,3.0,100.5,52.9,14.3,10.0,14,European-style renovation
95,15000000.0,Secondary,Новопеределкино,14.0,Moscow,2.0,56.0,30.4,11.3,7.0,22,Cosmetic
96,10879000.0,New building,Депо,19.0,Moscow,2.0,63.25,24.8,17.9,8.0,11,Cosmetic
97,4290000.0,Secondary, Нижегородская,7.0,Moscow,0.0,13.9,9.2,7.8,2.0,3,European-style renovation
98,3497428.0,New building,Котельники,8.0,Moscow region,0.0,21.37,12.2,8.4,9.0,17,Cosmetic
99,7697000.0,New building,Депо,19.0,Moscow,1.0,43.0,16.4,13.5,8.0,11,Cosmetic
100,34000000.0,Secondary,Аминьевская,13.0,Moscow,0.0,96.0,55.0,14.0,3.0,26,Without renovation
101,4800000.0,Secondary,Новогиреево,4.0,Moscow,0.0,14.0,9.2,7.8,1.0,9,Cosmetic
102,6895200.0,New building,Котельники,10.0,Moscow region,2.0,57.46,31.2,11.4,8.0,17,Cosmetic
103,25000000.0,Secondary,Речной вокзал,23.0,Moscow,5.0,130.5,74.0,8.0,1.0,22,European-style renovation
104,4700171.0,New building,Красногвардейская,16.0,Moscow region,1.0,33.82,14.7,10.9,4.0,20,Cosmetic
105,95000000.0,Secondary,Новослободская,11.0,Moscow,4.0,188.0,96.0,18.0,5.0,19,Designer
106,6914400.0,New building,Котельники,9.0,Moscow region,1.0,40.2,15.7,13.4,5.0,17,Cosmetic
107,5139741.0,New building,Красногвардейская,14.0,Moscow region,1.0,47.71,26.3,10.6,2.0,20,Cosmetic
108,8935670.0,Secondary, Бунинская аллея,5.0,Moscow,1.0,36.4,12.3,14.7,2.0,16,Cosmetic
109,19700000.0,Secondary,Давыдково,16.0,Moscow,2.0,60.5,38.0,10.0,9.0,17,European-style renovation
110,49990000.0,Secondary,Нагатинский Затон,21.0,Moscow,3.0,87.0,40.0,28.0,6.0,18,Designer
111,9249781.0,New building,Красногвардейская,11.0,Moscow region,4.0,75.21,50.4,4.7,12.0,20,Cosmetic
112,22000000.0,Secondary,Белорусская,4.0,Moscow,0.0,34.0,15.0,5.0,2.0,12,Cosmetic
113,7312500.0,New building,Депо,19.0,Moscow,1.0,37.5,14.1,11.3,13.0,11,Cosmetic
114,7681740.0,New building,Братиславская,5.0,Moscow,1.0,33.9,15.6,10.5,18.0,16,Cosmetic
115,155000000.0,Secondary, Спортивная,6.0,Moscow,4.0,179.2,92.7,21.5,2.0,12,Without renovation
116,13000000.0,Secondary,Аминьевская,12.0,Moscow,2.0,45.1,29.0,6.0,9.0,12,European-style renovation
117,11587788.0,Secondary, Строгино,19.0,Moscow region,2.0,44.39,26.9,7.0,17.0,24,Cosmetic
118,57084300.0,Secondary, Воронцовская,6.0,Moscow,5.0,143.5,74.7,18.5,34.0,34,Without renovation
119,11700000.0,Secondary,Братиславская,15.0,Moscow,1.0,38.7,19.0,10.0,14.0,22,Cosmetic
120,27300000.0,Secondary, Технопарк,14.0,Moscow,3.0,90.0,41.0,13.0,3.0,9,Without renovation
121,12369690.0,New building,Зябликово,8.0,Moscow region,3.0,82.3,44.6,13.3,2.0,14,Cosmetic
122,4429501.0,New building,Красногвардейская,11.0,Moscow region,1.0,34.44,11.4,14.4,10.0,20,Cosmetic
123,10765880.0,New building,Депо,19.0,Moscow,2.0,59.48,32.2,11.6,11.0,11,Cosmetic
124,4890000.0,Secondary,Бунинская Аллея,13.0,Moscow,0.0,19.0,15.0,2.0,1.0,9,Without renovation
125,4800000.0,Secondary,Новопеределкино,10.0,Moscow,0.0,16.5,10.5,8.0,1.0,14,Cosmetic
126,10300000.0,Secondary,Солнцево,18.0,Moscow,2.0,45.0,24.9,10.4,7.0,9,Cosmetic
127,40000000.0,Secondary, Войковская,9.0,Moscow,0.0,92.1,48.7,14.3,13.0,24,Without renovation
128,6200000.0,Secondary,Окружная,3.0,Moscow,0.0,18.4,10.0,5.0,3.0,5,European-style renovation
129,10928940.0,New building,Братиславская,13.0,Moscow,2.0,62.81,33.3,11.7,4.0,16,Cosmetic
130,340000000.0,Secondary, Улица 1905 года,11.0,Moscow,5.0,284.0,145.7,30.1,16.0,17,Designer
131,75300000.0,Secondary, Краснопресненская,2.0,Moscow,2.0,90.8,16.6,14.2,7.0,20,Designer
132,6241490.0,New building,Битца,12.0,Moscow region,2.0,52.7,23.4,10.9,4.0,9,Cosmetic
133,4287822.0,New building,Жулебино,14.0,Moscow region,0.0,26.25,11.9,4.5,4.0,14,Cosmetic
134,58000000.0,Secondary,Шелепиха,14.0,Moscow,4.0,105.0,64.0,17.0,36.0,41,European-style renovation
135,12135840.0,Secondary,Некрасовка,19.0,Moscow,2.0,66.8,35.9,12.2,23.0,25,Cosmetic
136,31500000.0,Secondary,Академическая,12.0,Moscow,2.0,89.0,47.0,12.0,5.0,25,European-style renovation
137,15025960.0,Secondary,Некрасовка,19.0,Moscow,3.0,83.2,44.2,13.5,22.0,25,Cosmetic
138,6200000.0,New building,Зябликово,9.0,Moscow region,1.0,38.7,21.7,10.0,11.0,14,Cosmetic
139,5527060.0,New building,Братиславская,13.0,Moscow,0.0,28.49,18.2,9.0,14.0,16,Cosmetic
140,47000000.0,Secondary,Аминьевская,11.0,Moscow,3.0,103.0,56.0,16.0,22.0,25,Designer
141,169275000.0,Secondary, Кропоткинская,6.0,Moscow,4.0,225.7,116.2,25.3,3.0,9,Designer
142,9589000.0,Secondary,Улица Старокачаловская,16.0,Moscow,1.0,39.3,21.2,9.0,6.0,12,Cosmetic
143,26750000.0,Secondary,Стахановская,6.0,Moscow,3.0,83.0,40.0,21.0,5.0,15,European-style renovation
144,11990000.0,Secondary,Тульская,5.0,Moscow,1.0,34.0,17.0,9.0,6.0,16,Cosmetic
145,11200000.0,Secondary,Народное Ополчение,21.0,Moscow,2.0,37.0,22.6,7.8,3.0,9,Cosmetic
146,18422818.0,New building,Каширская,4.0,Moscow,3.0,69.02,42.0,7.0,2.0,10,European-style renovation
147,3470331.0,New building,Жулебино,14.0,Moscow region,0.0,21.39,10.4,4.6,11.0,14,Cosmetic
148,4070000.0,Secondary, Нахимовский проспект,5.0,Moscow,0.0,25.0,14.8,8.7,1.0,5,European-style renovation
149,29532890.0,Secondary, Коммунарка,10.0,Moscow,5.0,139.9,60.8,43.6,4.0,17,European-style renovation
150,6500000.0,Secondary,Улица 1905 года,6.0,Moscow,0.0,18.8,11.6,8.2,5.0,5,Cosmetic
151,16800000.0,Secondary,Свиблово,11.0,Moscow,1.0,44.5,13.2,21.2,10.0,25,Cosmetic
152,18000000.0,Secondary,Кожуховская,8.0,Moscow,2.0,61.2,33.1,6.0,4.0,5,Cosmetic
153,10500000.0,Secondary,Отрадное,15.0,Moscow,2.0,44.4,29.3,6.2,1.0,9,Cosmetic
154,8188483.0,New building,Красногвардейская,16.0,Moscow region,3.0,57.64,38.1,4.7,6.0,20,Cosmetic
155,15400000.0,Secondary, Кунцевская,5.0,Moscow,0.0,53.3,29.4,8.0,11.0,15,Without renovation
156,291859500.0,Secondary,Терехово,44.0,Moscow,7.0,343.0,170.0,30.0,2.0,4,Designer
157,14194900.0,New building,Зябликово,9.0,Moscow region,3.0,86.0,44.2,12.3,15.0,14,Cosmetic
158,7662960.0,New building,Братиславская,13.0,Moscow,1.0,44.04,14.0,17.9,3.0,16,Cosmetic
159,5770000.0,Secondary, Селигерская,23.0,Moscow,0.0,17.0,10.7,8.0,1.0,3,European-style renovation
160,24990000.0,Secondary,Улица Скобелевская,7.0,Moscow,5.0,115.5,66.2,14.0,8.0,16,Cosmetic
161,9948829.0,New building,Красногвардейская,5.0,Moscow region,3.0,82.9,44.0,13.5,2.0,20,Cosmetic
162,17200000.0,Secondary,Некрасовка,6.0,Moscow,3.0,74.4,44.8,12.9,15.0,17,Cosmetic
163,18000000.0,Secondary,Алма-Атинская,13.0,Moscow,3.0,77.1,41.1,9.6,15.0,22,European-style renovation
164,21500000.0,Secondary,Первомайская,18.0,Moscow,4.0,98.0,70.4,10.0,3.0,5,Cosmetic
165,10945180.0,Secondary, Коммунарка,10.0,Moscow,1.0,33.4,12.1,9.4,14.0,17,Cosmetic
166,6781305.0,New building,Красногвардейская,5.0,Moscow region,2.0,50.9,27.9,10.9,16.0,20,Cosmetic
167,32000000.0,Secondary,Бульвар Рокоссовского,9.0,Moscow,3.0,109.1,60.9,12.8,9.0,14,European-style renovation
168,92000000.0,Secondary,Проспект Мира,6.0,Moscow,4.0,127.5,100.0,19.0,4.0,17,Designer
169,8465490.0,New building,Братиславская,13.0,Moscow,1.0,45.27,14.2,18.3,18.0,16,Cosmetic
170,3600000.0,Secondary,Отрадное,15.0,Moscow,0.0,10.0,7.2,7.5,1.0,9,Cosmetic
171,3140205.0,New building,Красногвардейская,13.0,Moscow region,0.0,26.6,15.6,8.8,13.0,20,Cosmetic
172,8323560.0,New building,Братиславская,13.0,Moscow,1.0,44.04,14.0,17.9,3.0,16,Cosmetic
173,21999999.0,Secondary,Павелецкая,18.0,Moscow,1.0,41.4,20.0,10.0,26.0,28,Without renovation
174,5502268.0,New building,Красногвардейская,5.0,Moscow region,1.0,42.1,23.4,10.1,1.0,20,Cosmetic
175,8234620.0,Secondary, Черкизовская,12.0,Moscow,6.0,19.9,9.8,5.1,15.0,33,Cosmetic
176,6461038.0,New building,Красногвардейская,5.0,Moscow region,1.0,46.7,25.7,10.5,13.0,20,Cosmetic
177,5947279.0,New building,Красногвардейская,12.0,Moscow region,1.0,32.69,14.5,9.6,14.0,20,Cosmetic
178,8600000.0,New building,Депо,19.0,Moscow,1.0,43.0,23.9,10.2,14.0,11,Cosmetic
179,12714800.0,New building,Перерва,4.0,Moscow,3.0,76.0,52.6,8.8,20.0,23,Cosmetic
180,5653060.0,New building,Зябликово,9.0,Moscow region,1.0,29.8,13.1,5.8,13.0,14,Cosmetic
181,5692500.0,Secondary, Бескудниково,19.0,Moscow,0.0,25.3,20.0,5.0,2.0,9,Cosmetic
182,20000000.0,Secondary,Молодежная,3.0,Moscow,2.0,46.6,25.7,6.0,16.0,30,European-style renovation
183,5804932.0,New building,Жулебино,14.0,Moscow region,2.0,37.43,25.2,4.0,11.0,14,Cosmetic
184,5087480.0,New building,Красногвардейская,11.0,Moscow region,2.0,33.88,19.8,6.0,13.0,20,Cosmetic
185,9647000.0,Secondary,ЗИЛ,15.0,Moscow,0.0,21.0,12.8,8.4,16.0,28,Cosmetic
186,39000000.0,Secondary,Павелецкая,2.0,Moscow,2.0,66.0,32.0,8.0,6.0,15,Cosmetic
187,8465310.0,New building,Братиславская,13.0,Moscow,1.0,44.79,24.8,10.3,10.0,16,Cosmetic
188,13250000.0,Secondary,Севастопольская,9.0,Moscow,1.0,44.6,20.0,11.0,19.0,24,Cosmetic
189,270000000.0,Secondary, Кропоткинская,10.0,Moscow,5.0,310.9,255.0,25.0,1.0,5,European-style renovation
190,6740211.0,New building,Красногвардейская,5.0,Moscow region,1.0,46.7,25.7,9.0,7.0,20,Cosmetic
191,29500000.0,Secondary,Крылатское,9.0,Moscow,3.0,83.0,44.1,36.0,3.0,15,European-style renovation
192,12500000.0,Secondary,Кантемировская,10.0,Moscow,2.0,38.0,24.1,5.6,7.0,9,Cosmetic
193,7161000.0,Secondary,Чкаловская,13.0,Moscow,0.0,17.9,15.0,8.1,3.0,8,Without renovation
194,154000000.0,Secondary,Полянка,7.0,Moscow,5.0,229.0,115.0,25.0,8.0,9,Designer
195,17700000.0,Secondary,Медведково,21.0,Moscow,2.0,52.0,32.0,9.0,2.0,14,European-style renovation
196,225000000.0,Secondary,Новокузнецкая,6.0,Moscow,5.0,162.7,112.0,8.3,7.0,8,Designer
197,311000000.0,Secondary,Смоленская,8.0,Moscow,6.0,267.0,180.0,40.0,6.0,7,Designer
198,6366360.0,New building,Котельники,10.0,Moscow region,1.0,41.34,13.0,16.0,10.0,17,Cosmetic
199,5696438.0,New building,Красногвардейская,5.0,Moscow region,1.0,47.0,25.9,10.5,1.0,20,Cosmetic
200,18490000.0,Secondary,Медведково,9.0,Moscow,2.0,58.5,36.5,9.0,12.0,15,European-style renovation
201,6652370.0,New building,Братиславская,5.0,Moscow,0.0,26.9,12.7,6.9,19.0,16,Cosmetic
202,9620190.0,New building,Красногвардейская,5.0,Moscow region,3.0,83.4,44.3,13.5,16.0,20,Cosmetic
203,157300000.0,Secondary, Маяковская,9.0,Moscow,5.0,250.5,160.0,10.5,3.0,8,Designer
204,9700000.0,New building,Лермонтовский проспект,15.0,Moscow region,3.0,80.6,39.5,18.5,3.0,16,Cosmetic
205,11736870.0,New building,Депо,19.0,Moscow,2.0,66.31,33.3,14.2,17.0,11,Cosmetic
206,8871500.0,New building,Котельники,10.0,Moscow region,3.0,80.65,44.0,14.0,4.0,17,Cosmetic
207,54000000.0,Secondary,Международная,6.0,Moscow,3.0,96.0,60.0,15.0,9.0,77,Without renovation
208,22726909.0,Secondary, Тульская,8.0,Moscow,1.0,37.7,22.9,3.9,7.0,13,European-style renovation
209,13192000.0,New building,Аннино,7.0,Moscow,2.0,77.0,41.1,13.0,20.0,22,Cosmetic
210,26500000.0,Secondary,Шелепиха,6.0,Moscow,1.0,45.0,15.0,20.0,39.0,51,Without renovation
211,6463552.0,New building,Красногвардейская,12.0,Moscow region,1.0,32.69,14.5,9.6,14.0,20,Cosmetic
212,45000000.0,Secondary, Фили,15.0,Moscow,3.0,91.5,29.3,14.2,6.0,21,Designer
213,97000000.0,Secondary, Деловой центр,2.0,Moscow,3.0,192.0,99.2,22.5,41.0,75,Designer
214,8228160.0,New building,Перерва,4.0,Moscow,0.0,28.8,13.5,7.4,7.0,23,Cosmetic
215,48000000.0,Secondary, Новокузнецкая,5.0,Moscow,5.0,120.0,86.0,20.0,2.0,4,European-style renovation
216,13851000.0,New building,Депо,19.0,Moscow,3.0,81.0,43.1,13.3,3.0,11,Cosmetic
217,179000000.0,Secondary, Таганская,9.0,Moscow,4.0,140.0,40.0,18.2,4.0,8,Without renovation
218,8740260.0,New building,Кантемировская,4.0,Moscow,1.0,35.4,10.3,18.1,11.0,14,Cosmetic
219,3500000.0,Secondary,Беломорская,18.0,Moscow,0.0,10.6,7.5,7.5,1.0,9,European-style renovation
220,23800000.0,Secondary,Октябрьское поле,16.0,Moscow,3.0,65.0,51.0,9.0,16.0,16,Without renovation
221,3897128.0,New building,Котельники,8.0,Moscow region,0.0,20.12,11.5,8.3,16.0,17,Cosmetic
222,16900000.0,Secondary,Спартак,7.0,Moscow,2.0,52.3,30.0,11.8,21.0,22,Designer
223,7800000.0,Secondary,Тургеневская,4.0,Moscow,0.0,16.0,14.0,2.0,1.0,8,Without renovation
224,17150000.0,Secondary,Пятницкое шоссе,8.0,Moscow,3.0,79.0,46.0,10.2,2.0,17,Without renovation
225,11500000.0,Secondary,Перово,7.0,Moscow,2.0,47.0,31.0,8.0,2.0,6,Cosmetic
226,16700000.0,Secondary,Юго-Западная,11.0,Moscow,3.0,63.5,34.2,8.0,7.0,9,Cosmetic
227,8614200.0,New building,Депо,19.0,Moscow,1.0,43.95,24.4,10.3,2.0,11,Cosmetic
228,15856857.0,New building,Варшавская,6.0,Moscow,3.0,67.97,36.5,12.3,6.0,15,Cosmetic
229,109990000.0,Secondary,Аэропорт,9.0,Moscow,4.0,226.2,155.0,30.0,15.0,57,European-style renovation
230,11668800.0,New building,Братиславская,13.0,Moscow,2.0,66.3,35.7,10.5,5.0,16,Cosmetic
231,6400000.0,Secondary, Красногорская,16.0,Moscow region,1.0,32.8,14.0,10.0,6.0,24,Cosmetic
232,7078735.0,New building,Красногвардейская,11.0,Moscow region,3.0,59.21,38.2,6.4,17.0,20,Cosmetic
233,9997815.0,New building,Зябликово,9.0,Moscow region,1.0,44.5,18.9,12.1,6.0,14,Cosmetic
234,4350000.0,Secondary,Отрадное,7.0,Moscow,0.0,17.0,10.7,3.0,1.0,12,Cosmetic
235,2797469.0,New building,Красногвардейская,14.0,Moscow region,0.0,23.75,14.1,8.6,2.0,20,Cosmetic
236,8813780.0,New building,Депо,13.0,Moscow,1.0,39.4,11.2,19.6,8.0,11,Cosmetic
237,15750000.0,Secondary,Коммунарка,23.0,Moscow,2.0,76.8,37.0,23.0,12.0,12,Cosmetic
238,210000000.0,Secondary,Ломоносовский проспект,19.0,Moscow,5.0,510.0,260.0,20.0,14.0,16,Designer
239,4934745.0,New building,Красногвардейская,11.0,Moscow region,1.0,35.48,11.5,9.8,13.0,20,Cosmetic
240,67000000.0,Secondary,Беломорская,21.0,Moscow,4.0,122.0,96.0,20.0,18.0,15,Designer
241,8083800.0,New building,Красногвардейская,5.0,Moscow region,2.0,60.0,32.5,11.6,17.0,20,Cosmetic
242,25500000.0,Secondary,Красносельская,11.0,Moscow,2.0,64.4,34.7,12.0,3.0,5,European-style renovation
243,25500000.0,Secondary,Тестовская,8.0,Moscow,2.0,64.2,40.0,15.0,11.0,25,Designer
244,249950000.0,Secondary,Арбатская,6.0,Moscow,4.0,210.0,150.0,40.0,3.0,3,Designer
245,6603440.0,New building,Котельники,7.0,Moscow region,1.0,39.4,10.8,16.9,7.0,17,Cosmetic
