,Price,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation
11868,10700000.0,Secondary,Депо,8.0,Moscow,2.0,43.6,30.0,7.0,1.0,9,Without renovation
11869,25000000.0,Secondary,Прокшино,24.0,Moscow,3.0,80.6,38.0,10.0,5.0,13,Designer
11870,7208370.0,New building,Братиславская,13.0,Moscow,1.0,39.39,11.8,16.1,3.0,16,Cosmetic
11871,11760000.0,New building,Депо,19.0,Moscow,2.0,67.2,36.1,10.5,18.0,11,Cosmetic
11872,21500000.0,Secondary,Чертановская,14.0,Moscow,2.0,60.0,34.0,10.0,8.0,22,European-style renovation
11873,2830000.0,Secondary,Комсомольская,11.0,Moscow,0.0,12.2,10.0,7.6,2.0,2,Without renovation
11874,7655760.0,New building,Зябликово,9.0,Moscow region,1.0,39.2,18.7,10.0,2.0,14,Cosmetic
11875,186000000.0,Secondary,Кропоткинская,11.0,Moscow,0.0,184.0,100.0,16.0,2.0,8,Without renovation
11876,6101987.0,Secondary, Калитники,7.0,Moscow,0.0,17.3,10.9,8.1,2.0,8,Cosmetic
11877,4190187.0,New building,Жулебино,13.0,Moscow region,0.0,23.89,15.5,8.6,7.0,14,Cosmetic
11878,16700000.0,Secondary,Аминьевская,10.0,Moscow,0.0,32.0,18.0,6.0,4.0,37,European-style renovation
11879,5664780.0,New building,Депо,19.0,Moscow,0.0,28.61,18.8,9.0,23.0,11,Cosmetic
11880,11520650.0,New building,Депо,19.0,Moscow,2.0,63.65,34.3,11.9,11.0,11,Cosmetic
11881,4823424.0,New building,Алма-Атинская,12.0,Moscow region,1.0,47.71,26.3,10.6,7.0,16,Cosmetic
11882,199000000.0,Secondary, Минская,7.0,Moscow,5.0,233.0,165.0,19.0,4.0,7,Designer
11883,7750880.0,New building,Братиславская,13.0,Moscow,1.0,40.16,22.4,10.0,5.0,16,Cosmetic
11884,230000000.0,Secondary, Шаболовская,12.0,Moscow,6.0,230.0,120.6,18.0,17.0,17,Designer
11885,267595625.0,Secondary,Киевская,7.0,Moscow,5.0,206.0,106.3,23.7,5.0,9,European-style renovation
11886,7833540.0,New building,Братиславская,20.0,Moscow,1.0,42.9,15.9,16.6,24.0,16,Cosmetic
11887,15300000.0,Secondary,Медведково,9.0,Moscow,3.0,55.5,36.0,6.0,8.0,9,Cosmetic
11888,20500000.0,Secondary,Битцевский Парк,15.0,Moscow,3.0,78.0,36.0,18.0,10.0,16,European-style renovation
11889,5701138.0,New building,Битца,13.0,Moscow region,1.0,37.03,20.9,9.7,17.0,9,Cosmetic
11890,7953404.0,New building,Жулебино,13.0,Moscow region,3.0,75.07,42.0,13.2,2.0,14,Cosmetic
11891,24800000.0,Secondary,Аминьевская,15.0,Moscow,3.0,63.8,34.3,10.0,25.0,41,Without renovation
11892,5500000.0,Secondary,Домодедовская,16.0,Moscow,0.0,16.8,13.0,2.0,1.0,9,European-style renovation
11893,9644520.0,New building,Перерва,4.0,Moscow,1.0,44.9,13.2,21.2,14.0,23,Cosmetic
11894,11869490.0,New building,Депо,19.0,Moscow,2.0,66.31,35.7,12.1,6.0,11,Cosmetic
11895,20552300.0,New building,Аннино,7.0,Moscow,3.0,110.2,52.2,18.1,9.0,22,European-style renovation
11896,10180000.0,Secondary, Коптево,8.0,Moscow,0.0,28.3,17.0,6.3,7.0,18,Without renovation
11897,27600000.0,Secondary,Молодежная,12.0,Moscow,4.0,87.4,53.0,9.0,3.0,14,Cosmetic
11898,33000000.0,Secondary,Хорошево,16.0,Moscow,2.0,63.0,32.0,14.0,9.0,26,Designer
11899,6160344.0,New building,Бутово,6.0,Moscow region,2.0,35.51,20.1,9.6,8.0,15,Cosmetic
11900,19300000.0,Secondary,Саларьево,26.0,Moscow,2.0,64.0,36.6,13.7,21.0,22,Designer
11901,6576730.0,New building,Котельники,9.0,Moscow region,1.0,41.89,23.3,10.1,8.0,17,Cosmetic
11902,7618520.0,New building,Депо,13.0,Moscow,2.0,33.8,20.2,6.4,14.0,11,Cosmetic
11903,15300000.0,Secondary,Перово,10.0,Moscow,2.0,53.0,30.0,8.5,9.0,12,Cosmetic
11904,37990000.0,Secondary, Бауманская,17.0,Moscow,0.0,75.0,53.2,12.0,9.0,23,Designer
11905,8900000.0,Secondary,Улица Горчакова,30.0,Moscow,2.0,38.0,26.0,8.0,4.0,15,Cosmetic
11906,12600000.0,Secondary,Отрадное,16.0,Moscow,3.0,50.0,27.4,6.0,9.0,9,Cosmetic
11907,13122000.0,New building,Депо,19.0,Moscow,3.0,81.0,43.1,13.3,2.0,11,Cosmetic
11908,8407926.0,New building,Зябликово,9.0,Moscow region,1.0,41.4,17.1,9.9,1.0,14,Cosmetic
11909,6061760.0,New building,Красногвардейская,11.0,Moscow region,3.0,51.5,31.6,7.1,14.0,20,Cosmetic
11910,16500000.0,Secondary,Пражская,19.0,Moscow,3.0,72.0,48.8,6.9,9.0,16,Without renovation
11911,8075761.0,New building,Домодедовская,8.0,Moscow region,2.0,53.94,29.4,11.1,1.0,15,Cosmetic
11912,7444148.0,New building,Красногвардейская,11.0,Moscow region,3.0,58.34,38.1,4.7,15.0,20,Cosmetic
11913,20363617.0,New building,Варшавская,6.0,Moscow,3.0,87.9,46.6,13.9,7.0,15,European-style renovation
11914,5978640.0,New building,Депо,20.0,Moscow,0.0,23.2,11.0,6.0,15.0,11,Cosmetic
11915,29500000.0,Secondary,Улица Старокачаловская,14.0,Moscow,5.0,115.0,81.0,10.0,13.0,17,European-style renovation
11916,26655920.0,Secondary, Спартак,20.0,Moscow,1.0,40.4,14.7,5.9,5.0,22,European-style renovation
11917,80972000.0,Secondary,ЗИЛ,22.0,Moscow,5.0,137.9,71.8,18.0,12.0,15,Designer
11918,7081202.0,Secondary, Бунинская аллея,9.0,Moscow,6.0,19.9,9.7,5.2,7.0,9,Cosmetic
11919,10855900.0,Secondary,Стахановская,9.0,Moscow,1.0,41.4,21.0,8.5,8.0,9,Cosmetic
11920,21000000.0,Secondary,Алексеевская,4.0,Moscow,0.0,38.9,26.5,10.0,5.0,15,Without renovation
11921,11450000.0,Secondary, ВДНХ,7.0,Moscow,0.0,30.2,17.4,9.1,7.0,22,Without renovation
11922,18750000.0,Secondary,Ленинский проспект,8.0,Moscow,2.0,48.5,36.3,7.2,9.0,9,Without renovation
11923,18000000.0,Secondary,Аминьевская,5.0,Moscow,1.0,38.0,12.0,10.0,8.0,42,Without renovation
11924,224500000.0,Secondary, Арбатская,6.0,Moscow,0.0,187.0,25.0,22.1,5.0,6,Without renovation
11925,7582640.0,New building,Жулебино,8.0,Moscow region,3.0,72.91,39.0,12.7,16.0,14,Cosmetic
11926,12759600.0,New building,Кантемировская,20.0,Moscow,2.0,58.8,25.6,19.4,8.0,14,Cosmetic
11927,21900000.0,Secondary,Ботанический сад,10.0,Moscow,2.0,54.6,41.5,7.0,3.0,20,European-style renovation
11928,4990000.0,Secondary,Отрадное,12.0,Moscow,0.0,21.1,13.5,2.0,1.0,9,Without renovation
11929,20900000.0,Secondary,Красный Балтиец,11.0,Moscow,4.0,73.7,51.4,8.8,2.0,5,Without renovation
11930,8680805.0,New building,Жулебино,7.0,Moscow region,2.0,68.95,36.8,17.0,12.0,14,Cosmetic
11931,21500000.0,Secondary,ЗИЛ,16.0,Moscow,1.0,43.0,16.0,16.0,2.0,14,Designer
11932,14565600.0,New building,Аннино,7.0,Moscow,2.0,81.6,44.0,10.7,19.0,22,Cosmetic
11933,11500000.0,Secondary,Коммунарка,27.0,Moscow,1.0,39.4,15.4,11.1,10.0,16,Designer
11934,8096010.0,New building,Зябликово,9.0,Moscow region,1.0,39.0,13.2,15.4,7.0,14,Cosmetic
11935,11900000.0,Secondary,Сокольники,7.0,Moscow,1.0,31.8,18.0,8.0,3.0,12,Cosmetic
11936,18500000.0,Secondary,Новокосино,13.0,Moscow,3.0,73.3,44.3,10.0,14.0,17,European-style renovation
11937,5692500.0,Secondary, Бескудниково,19.0,Moscow,0.0,25.3,20.0,5.0,2.0,9,Cosmetic
11938,26829348.0,Secondary, Октябрьское поле,14.0,Moscow,2.0,62.2,15.4,11.8,15.0,24,European-style renovation
11939,9490000.0,Secondary,Жулебино,8.0,Moscow,1.0,40.9,9.0,20.8,8.0,12,Cosmetic
11940,4500000.0,Secondary,Рязанский проспект,15.0,Moscow,0.0,16.9,12.0,3.0,2.0,4,Without renovation
11941,18000000.0,Secondary,Беляево,4.0,Moscow,2.0,45.0,30.0,6.0,6.0,9,European-style renovation
11942,6952223.0,Secondary, Печатники,6.0,Moscow,6.0,20.0,9.4,5.1,16.0,16,Cosmetic
11943,7206540.0,New building,Котельники,3.0,Moscow region,1.0,35.8,10.1,17.0,13.0,17,Cosmetic
11944,5040000.0,New building,Домодедовская,13.0,Moscow region,1.0,41.1,23.4,4.3,4.0,15,Cosmetic
11945,10487840.0,New building,Братиславская,13.0,Moscow,2.0,59.59,27.1,16.7,9.0,16,Cosmetic
11946,2638290.0,New building,Алма-Атинская,13.0,Moscow region,0.0,23.82,14.2,8.6,10.0,16,Cosmetic
11947,22000000.0,Secondary, Шаболовская,15.0,Moscow,2.0,55.8,15.6,27.6,5.0,12,Designer
11948,14200000.0,Secondary,Щукинская,5.0,Moscow,2.0,46.6,31.3,10.5,2.0,5,Cosmetic
11949,7598240.0,New building,Депо,13.0,Moscow,1.0,33.8,9.7,15.7,17.0,11,Cosmetic
11950,7090860.0,New building,Красногвардейская,5.0,Moscow region,2.0,52.5,28.7,11.0,17.0,20,Cosmetic
11951,5861810.0,New building,Зябликово,9.0,Moscow region,1.0,41.9,23.3,10.1,12.0,14,Cosmetic
11952,10868205.0,New building,Зябликово,9.0,Moscow region,2.0,66.8,32.7,12.6,1.0,14,Cosmetic
11953,24990000.0,Secondary,Спартак,12.0,Moscow,2.0,45.3,25.0,10.0,10.0,26,European-style renovation
11954,8505779.0,New building,Красногвардейская,11.0,Moscow region,4.0,75.87,50.2,5.0,9.0,20,Cosmetic
11955,129000000.0,Secondary, Смоленская,9.0,Moscow,6.0,350.0,135.0,30.0,4.0,5,Designer
11956,14619475.0,Secondary, Опалиха,7.0,Moscow region,2.0,64.5,34.7,12.0,1.0,6,Cosmetic
11957,3886267.0,New building,Жулебино,14.0,Moscow region,0.0,25.05,11.8,4.1,16.0,14,Cosmetic
11958,43000000.0,Secondary, Хорошёво,7.0,Moscow,4.0,122.0,80.0,12.0,15.0,24,European-style renovation
11959,8486130.0,New building,Братиславская,13.0,Moscow,1.0,44.43,24.6,10.3,11.0,16,Cosmetic
11960,11085400.0,New building,Братиславская,13.0,Moscow,2.0,64.45,34.7,12.0,12.0,16,Cosmetic
11961,23500000.0,Secondary,ВДНХ,17.0,Moscow,3.0,86.6,62.7,8.6,1.0,8,European-style renovation
11962,89500000.0,Secondary,Сокол,2.0,Moscow,5.0,189.9,134.5,20.0,17.0,18,Designer
11963,90000000.0,Secondary, Проспект Вернадского,15.0,Moscow,5.0,206.0,126.0,16.0,8.0,30,Designer
11964,410936842.0,Secondary, Смоленская,6.0,Moscow,3.0,200.2,103.3,23.2,5.0,5,Designer
11965,59900000.0,Secondary,Зюзино,12.0,Moscow,3.0,128.0,83.0,27.5,18.0,23,Designer
11966,18693698.0,New building,Каширская,3.0,Moscow,3.0,64.8,34.9,12.0,4.0,10,European-style renovation
11967,10000000.0,Secondary, Говорово,6.0,Moscow,0.0,22.2,10.8,5.0,11.0,24,Cosmetic
11968,8800000.0,Secondary,Некрасовка,16.0,Moscow,1.0,38.0,19.0,14.0,13.0,17,European-style renovation
11969,120000000.0,Secondary,Третьяковская,2.0,Moscow,4.0,167.8,87.0,35.0,4.0,5,European-style renovation
11970,27500000.0,Secondary, Аминьевская,11.0,Moscow,0.0,71.0,36.0,16.0,19.0,34,European-style renovation
11971,9624100.0,New building,Зябликово,9.0,Moscow region,2.0,61.3,30.7,11.6,2.0,14,Cosmetic
11972,7227409.0,New building,Красногвардейская,11.0,Moscow region,3.0,62.14,35.2,5.7,9.0,20,Cosmetic
11973,10920000.0,Secondary,Угрешская,7.0,Moscow,0.0,23.5,12.0,5.0,13.0,30,European-style renovation
11974,14519350.0,New building,Каширская,4.0,Moscow,2.0,48.45,26.6,10.6,6.0,10,Cosmetic
11975,5722000.0,New building,Депо,19.0,Moscow,0.0,28.61,16.6,9.0,2.0,11,Cosmetic
11976,4621740.0,New building,Красногвардейская,11.0,Moscow region,2.0,33.88,19.8,6.0,8.0,20,Cosmetic
11977,12682670.0,New building,Депо,19.0,Moscow,2.0,70.07,37.6,12.4,11.0,11,Cosmetic
11978,200000000.0,Secondary,Новокузнецкая,8.0,Moscow,3.0,121.0,63.3,16.7,3.0,6,Designer
11979,17500000.0,Secondary,Речной вокзал,20.0,Moscow,2.0,53.4,29.1,11.1,6.0,9,European-style renovation
11980,7253056.0,New building,Жулебино,13.0,Moscow region,2.0,57.06,29.8,12.1,8.0,14,Cosmetic
11981,25800000.0,Secondary,Спартак,10.0,Moscow,2.0,72.2,33.7,19.1,20.0,23,Without renovation
11982,5754702.0,New building,Зябликово,7.0,Moscow region,1.0,35.1,19.9,9.5,13.0,14,Cosmetic
11983,82000000.0,Secondary, Аэропорт,10.0,Moscow,3.0,163.5,84.0,20.0,9.0,57,Designer
11984,457345250.0,Secondary,Фрунзенская,9.0,Moscow,3.0,173.6,89.9,21.0,2.0,11,Designer
11985,2823882.0,New building,Красногвардейская,14.0,Moscow region,0.0,24.08,14.3,8.6,2.0,20,Cosmetic
11986,8650260.0,New building,Депо,19.0,Moscow,1.0,44.82,16.3,15.4,7.0,11,Cosmetic
11987,240000000.0,Secondary, Кропоткинская,11.0,Moscow,4.0,233.0,119.9,25.9,5.0,8,Designer
11988,5483671.0,New building,Битца,13.0,Moscow region,1.0,36.22,20.4,9.6,11.0,9,Cosmetic
11989,13500000.0,Secondary,Рассказовка,10.0,Moscow,1.0,40.3,17.2,10.6,8.0,20,Designer
11990,57115100.0,Secondary, Павелецкая,17.0,Moscow,5.0,117.4,60.8,27.3,27.0,33,Without renovation
11991,16700000.0,Secondary,Аминьевская,10.0,Moscow,0.0,30.0,20.0,6.0,4.0,37,Designer
11992,11072587.0,New building,Варшавская,6.0,Moscow,2.0,43.95,24.4,10.3,3.0,15,Cosmetic
11993,5936160.0,New building,Котельники,9.0,Moscow region,1.0,35.76,14.0,10.0,21.0,17,Cosmetic
11994,190000000.0,Secondary, Аэропорт,10.0,Moscow,5.0,552.0,150.0,35.0,44.0,44,Without renovation
11995,189000000.0,Secondary, Студенческая,1.0,Moscow,5.0,227.4,20.0,25.5,18.0,19,Without renovation
11996,15000000.0,Secondary, Верхние Лихоборы,3.0,Moscow,0.0,87.8,59.0,20.0,2.0,24,Without renovation
11997,11075160.0,New building,Братиславская,13.0,Moscow,2.0,62.22,33.6,11.8,13.0,16,Cosmetic
11998,4199345.0,New building,Красногвардейская,11.0,Moscow region,0.0,22.02,10.7,3.8,4.0,20,Cosmetic
11999,18556000.0,Secondary,Коммунарка,20.0,Moscow,4.0,111.3,70.2,11.7,14.0,17,Cosmetic
12000,19000000.0,Secondary, Хорошёвская,8.0,Moscow,0.0,33.7,11.6,9.4,6.0,24,Without renovation
12001,144159750.0,Secondary,Охотный ряд,7.0,Moscow,2.0,90.0,47.6,15.0,2.0,5,Without renovation
12002,3094710.0,New building,Красногвардейская,13.0,Moscow region,0.0,27.61,16.1,8.9,16.0,20,Cosmetic
12003,3167098.0,New building,Красногвардейская,13.0,Moscow region,0.0,26.83,15.7,8.9,9.0,20,Cosmetic
12004,5150000.0,Secondary,Окружная,5.0,Moscow,0.0,20.6,17.0,8.3,5.0,5,Cosmetic
12005,60000000.0,Secondary,Сретенский бульвар,5.0,Moscow,3.0,90.0,58.5,13.3,4.0,5,European-style renovation
12006,6084000.0,New building,Депо,19.0,Moscow,1.0,33.8,16.4,8.7,14.0,11,Cosmetic
12007,5301958.0,New building,Красногвардейская,12.0,Moscow region,1.0,35.31,12.0,15.1,7.0,20,Cosmetic
12008,9217624.0,New building,Зябликово,9.0,Moscow region,2.0,52.6,26.5,11.2,1.0,14,Cosmetic
12009,10791910.0,New building,Депо,19.0,Moscow,2.0,60.29,32.6,11.6,7.0,11,Cosmetic
12010,6932480.0,New building,Котельники,9.0,Moscow region,2.0,54.16,24.0,18.0,13.0,17,Cosmetic
12011,27000000.0,Secondary,Жулебино,8.0,Moscow,3.0,104.0,54.0,35.0,9.0,15,European-style renovation
12012,15777000.0,Secondary,Рабочий Посёлок,11.0,Moscow,2.0,54.0,32.0,9.0,14.0,14,European-style renovation
12013,9850000.0,Secondary,Улица Скобелевская,10.0,Moscow,1.0,35.8,14.3,9.1,8.0,12,Cosmetic
12014,9241068.0,New building,Зябликово,7.0,Moscow region,2.0,54.2,24.5,15.6,12.0,14,Cosmetic
12015,6994850.0,New building,Депо,19.0,Moscow,1.0,35.15,19.9,9.5,20.0,11,Cosmetic
12016,5292300.0,New building,Жулебино,8.0,Moscow region,1.0,40.71,22.7,10.0,2.0,14,Cosmetic
12017,244339132.0,Secondary,Курская,9.0,Moscow,5.0,279.0,142.3,25.0,3.0,10,Without renovation
12018,46500000.0,Secondary, Нагорная,13.0,Moscow,6.0,187.0,113.1,26.6,9.0,9,Without renovation
12019,68546354.0,Secondary, Раменки,9.0,Moscow,5.0,128.9,72.3,18.2,11.0,28,Without renovation
12020,4709009.0,New building,Жулебино,14.0,Moscow region,0.0,25.05,11.8,4.1,16.0,14,Cosmetic
12021,10799000.0,Secondary,Новогиреево,4.0,Moscow,2.0,38.1,23.3,6.4,12.0,12,Cosmetic
12022,6246932.0,New building,Бутово,6.0,Moscow region,1.0,38.63,21.7,9.8,4.0,15,Cosmetic
12023,11100320.0,New building,Братиславская,13.0,Moscow,2.0,63.07,34.0,11.9,2.0,16,Cosmetic
12024,11483460.0,New building,Кантемировская,4.0,Moscow,2.0,48.7,22.6,16.6,9.0,14,Cosmetic
12025,6850000.0,Secondary,Сретенский бульвар,7.0,Moscow,0.0,13.3,10.3,3.0,1.0,3,Without renovation
12026,9049320.0,New building,Депо,19.0,Moscow,1.0,46.17,25.5,10.5,7.0,11,Cosmetic
12027,7574112.0,New building,Красногвардейская,5.0,Moscow region,2.0,59.5,32.2,8.0,13.0,20,Cosmetic
12028,82400000.0,Secondary, Шелепиха,16.0,Moscow,4.0,110.0,57.7,15.7,1.0,19,Designer
12029,6395400.0,New building,Котельники,9.0,Moscow region,1.0,38.9,14.7,11.5,22.0,17,Cosmetic
12030,25459246.0,Secondary,Панфиловская,5.0,Moscow,2.0,72.1,41.3,5.5,5.0,11,European-style renovation
12031,17000000.0,Secondary,Давыдково,27.0,Moscow,3.0,62.5,33.7,6.6,6.0,9,Cosmetic
12032,14800000.0,Secondary,Сетунь,27.0,Moscow,2.0,53.0,30.1,8.3,12.0,12,Cosmetic
12033,17900000.0,Secondary,Угрешская,9.0,Moscow,3.0,55.1,34.0,11.0,2.0,30,Without renovation
12034,54720000.0,Secondary, Панфиловская,12.0,Moscow,2.0,90.0,35.6,14.3,3.0,12,Without renovation
12035,11520650.0,New building,Депо,19.0,Moscow,2.0,63.65,34.3,11.9,11.0,11,Cosmetic
12036,14131260.0,New building,Депо,19.0,Moscow,3.0,87.23,46.2,13.9,4.0,11,Cosmetic
12037,199000000.0,Secondary,Арбатская,5.0,Moscow,5.0,177.0,91.6,21.3,3.0,7,European-style renovation
12038,6650000.0,Secondary,Автозаводская,6.0,Moscow,0.0,20.0,15.0,3.0,4.0,5,Cosmetic
12039,9700000.0,Secondary,Внуково,37.0,Moscow,1.0,35.0,20.0,9.0,15.0,17,Designer
12040,18000000.0,Secondary,Щербинка,8.0,Moscow,5.0,120.4,86.6,9.4,10.0,10,Cosmetic
12041,28500000.0,Secondary,Тимирязевская,7.0,Moscow,3.0,60.0,26.0,12.0,10.0,23,Designer
12042,68000000.0,Secondary, Деловой центр,3.0,Moscow,0.0,108.0,80.0,15.0,50.0,75,Designer
12043,8242960.0,New building,Депо,19.0,Moscow,1.0,44.08,24.4,10.3,10.0,11,Cosmetic
12044,7805280.0,New building,Депо,19.0,Moscow,1.0,38.64,21.7,9.8,3.0,11,Cosmetic
12045,7771713.0,New building,Красногвардейская,12.0,Moscow region,2.0,49.91,27.6,11.2,17.0,20,Cosmetic
12046,11329700.0,New building,Депо,19.0,Moscow,2.0,63.65,24.8,17.9,11.0,11,Cosmetic
12047,10600000.0,New building,Текстильщики,7.0,Moscow,1.0,37.33,14.0,12.5,18.0,15,Cosmetic
12048,9200000.0,Secondary, Опалиха,6.0,Moscow region,2.0,47.2,26.0,10.5,1.0,8,Cosmetic
12049,31800000.0,Secondary,Ботанический сад,13.0,Moscow,3.0,76.3,43.0,12.0,5.0,49,Designer
12050,14390000.0,Secondary,Борисово,23.0,Moscow,2.0,52.0,32.0,9.0,2.0,14,Cosmetic
12051,13503400.0,Secondary,Бульвар Рокоссовского,8.0,Moscow,0.0,25.2,14.9,8.7,20.0,29,Without renovation
12052,13800000.0,Secondary,Водный стадион,11.0,Moscow,1.0,38.5,19.0,12.0,3.0,29,Without renovation
12053,56000000.0,Secondary,Первомайская,10.0,Moscow,4.0,176.0,130.0,23.0,7.0,19,Designer
12054,72000000.0,Secondary, Новаторская,20.0,Moscow,0.0,206.0,150.0,20.0,22.0,51,Without renovation
12055,7811180.0,New building,Депо,13.0,Moscow,1.0,33.8,9.7,15.7,8.0,11,Cosmetic
12056,12190700.0,New building,Братиславская,13.0,Moscow,2.0,71.71,38.4,12.6,6.0,16,Cosmetic
12057,10600000.0,Secondary,Бескудниково,27.0,Moscow,1.0,38.8,19.0,8.4,14.0,14,Cosmetic
12058,6367328.0,New building,Жулебино,14.0,Moscow region,2.0,40.52,25.1,7.1,12.0,14,Cosmetic
12059,35250000.0,Secondary, Чкаловская,5.0,Moscow,2.0,47.0,38.0,10.5,12.0,21,European-style renovation
12060,575000000.0,Secondary,Спортивная,11.0,Moscow,4.0,229.0,117.9,25.6,11.0,15,Designer
12061,5350000.0,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,17.3,15.0,8.1,7.0,9,European-style renovation
12062,7571718.0,New building,Красногвардейская,5.0,Moscow region,2.0,56.7,30.8,11.3,12.0,20,Cosmetic
12063,6319257.0,New building,Красногвардейская,5.0,Moscow region,1.0,46.7,25.7,10.5,10.0,20,Cosmetic
12064,2583125.0,New building,Алма-Атинская,13.0,Moscow region,0.0,23.75,14.1,8.6,2.0,16,Cosmetic
12065,4772999.0,New building,Красногвардейская,11.0,Moscow region,2.0,37.16,24.0,5.0,9.0,20,Cosmetic
12066,83000000.0,Secondary,Филевский парк,10.0,Moscow,5.0,269.0,138.1,20.0,16.0,16,European-style renovation
12067,6095180.0,New building,Котельники,7.0,Moscow region,1.0,39.4,11.2,19.6,19.0,17,Cosmetic
12068,96000000.0,Secondary,Динамо,11.0,Moscow,3.0,148.7,93.0,51.4,4.0,12,Designer
12069,9710620.0,New building,Кантемировская,20.0,Moscow,1.0,39.7,11.7,20.5,26.0,14,Cosmetic
12070,3550000.0,Secondary,Новогиреево,4.0,Moscow,0.0,10.8,6.8,2.0,1.0,9,Cosmetic
12071,11990000.0,Secondary,Окская,15.0,Moscow,1.0,30.1,8.2,15.2,9.0,30,Cosmetic
12072,98500000.0,Secondary, Курская,4.0,Moscow,5.0,153.0,100.0,41.0,4.0,4,Designer
12073,7016794.0,New building,Красногвардейская,5.0,Moscow region,2.0,56.9,30.9,9.2,15.0,20,Cosmetic
12074,19590000.0,Secondary,Волжская,14.0,Moscow,4.0,98.5,74.8,8.9,4.0,5,Cosmetic
12075,9261313.0,Secondary, Преображенская площадь,10.0,Moscow,0.0,34.1,19.4,9.5,2.0,4,Cosmetic
12076,41000000.0,Secondary, Красные ворота,10.0,Moscow,3.0,94.1,7.0,14.4,4.0,5,Designer
12077,5200000.0,New building,Домодедовская,13.0,Moscow region,1.0,35.9,12.0,14.4,9.0,15,Cosmetic
12078,23990000.0,Secondary,Царицыно,28.0,Moscow,3.0,95.0,50.0,13.0,14.0,15,Without renovation
12079,37942000.0,Secondary,ЗИЛ,18.0,Moscow,2.0,61.3,33.1,11.7,9.0,16,European-style renovation
12080,11909404.0,New building,Зябликово,9.0,Moscow region,2.0,64.7,31.1,13.2,2.0,14,Cosmetic
12081,3239500.0,New building,Битца,12.0,Moscow region,1.0,34.1,10.5,11.5,9.0,9,Cosmetic
12082,54900000.0,Secondary, Чистые пруды,15.0,Moscow,5.0,125.0,93.0,20.0,3.0,3,European-style renovation
12083,5253768.0,New building,Красногвардейская,13.0,Moscow region,2.0,47.71,26.3,10.6,2.0,20,Cosmetic
12084,14479111.0,Secondary, Опалиха,7.0,Moscow region,2.0,64.3,34.6,12.0,5.0,6,Cosmetic
12085,83665000.0,Secondary, Китай-город,14.0,Moscow,1.0,57.7,31.3,11.4,5.0,8,Designer
12086,21497000.0,Secondary, Минская,6.0,Moscow,2.0,54.3,36.8,6.0,30.0,52,European-style renovation
12087,12500000.0,Secondary,Боровское шоссе,27.0,Moscow,2.0,52.2,30.0,9.0,2.0,12,Cosmetic
12088,24499999.0,Secondary, Минская,5.0,Moscow,0.0,43.9,18.4,10.3,8.0,14,Without renovation
12089,24500000.0,Secondary, Бауманская,8.0,Moscow,3.0,68.5,38.8,9.1,4.0,6,Cosmetic
12090,31407500.0,Secondary, Стрешнево,9.0,Moscow,2.0,73.9,28.5,19.5,2.0,21,European-style renovation
12091,20500000.0,Secondary, Свиблово,7.0,Moscow,2.0,60.9,26.8,22.1,9.0,33,European-style renovation
12092,46799999.0,Secondary,Профсоюзная,13.0,Moscow,4.0,122.0,57.0,26.0,6.0,20,European-style renovation
12093,14350000.0,Secondary,Бабушкинская,14.0,Moscow,1.0,40.6,20.3,11.7,20.0,23,Cosmetic
12094,14500000.0,Secondary,Яхромская,16.0,Moscow,3.0,58.6,39.0,6.2,5.0,9,Cosmetic
12095,8645000.0,Secondary,Братиславская,16.0,Moscow,1.0,34.7,20.2,9.2,5.0,9,Cosmetic
12096,6541006.0,New building,Красногвардейская,11.0,Moscow region,2.0,50.81,27.5,10.1,11.0,20,Cosmetic
12097,10820500.0,New building,Депо,19.0,Moscow,2.0,63.65,34.3,11.9,10.0,11,Cosmetic
12098,108800000.0,Secondary, Чеховская,5.0,Moscow,3.0,108.8,57.1,15.6,3.0,3,Without renovation
12099,14500000.0,Secondary,Калужская,10.0,Moscow,0.0,29.3,16.9,9.1,26.0,34,Cosmetic
12100,7826473.0,Secondary,Преображенская площадь,12.0,Moscow,0.0,22.6,15.6,2.0,2.0,4,Designer
12101,5800000.0,Secondary, Павшино,10.0,Moscow region,1.0,31.0,18.0,9.2,3.0,5,Cosmetic
12102,2797469.0,New building,Красногвардейская,13.0,Moscow region,0.0,23.75,14.1,8.6,2.0,20,Cosmetic
12103,20900000.0,Secondary,Текстильщики,18.0,Moscow,3.0,81.0,42.1,10.0,24.0,25,Without renovation
12104,26500000.0,Secondary,Марьина Роща,14.0,Moscow,3.0,68.0,44.0,8.7,5.0,16,European-style renovation
12105,20679746.0,New building,Варшавская,6.0,Moscow,4.0,90.12,47.7,14.1,8.0,15,European-style renovation
12106,7047000.0,New building,Депо,19.0,Moscow,1.0,39.15,11.8,16.7,15.0,11,Cosmetic
12107,25990000.0,Secondary,Прокшино,23.0,Moscow,4.0,129.0,62.4,17.2,1.0,17,European-style renovation
12108,22200000.0,Secondary,Рижская,7.0,Moscow,2.0,52.5,24.0,10.0,6.0,12,Designer
12109,14200000.0,Secondary,Зорге,15.0,Moscow,1.0,36.8,12.6,11.9,5.0,21,Cosmetic
12110,6002115.0,New building,Красногвардейская,11.0,Moscow region,2.0,40.5,27.2,4.1,10.0,20,Cosmetic
